transaction_row_id,order_id,order_id,data_key,salesman_id,customer_id,product_id,license,quantity
42,APJ-2023-120999,9/11/2023,20230911,3019,1058,2007,QINRKET2EK,4
43,AMER-2022-101343,7/18/2022,20220718,3020,1043,2004,DFHNNSTX0P,2
44,EMEA-2023-139619,9/20/2023,20230920,3021,1015,2004,616XTGD7Y3,2
45,EMEA-2022-118255,3/12/2022,20220312,3022,1028,2010,F4GWWGL9KR,2
46,EMEA-2022-118255,3/12/2022,20220312,3022,1028,2003,JFCUNTQD5P,2
47,AMER-2020-146703,10/20/2020,20201020,3023,1068,2004,S2GUIRDRRI,4
48,APJ-2022-169194,6/21/2022,20220621,3024,1011,2010,2L5WUVH1UW,3
49,APJ-2022-169194,6/21/2022,20220621,3024,1011,2007,O0QZ4DQ2DW,2
50,APJ-2021-115742,4/18/2021,20210418,3025,1043,2003,4A8Q6U643K,6
51,APJ-2021-115742,4/18/2021,20210418,3025,1043,2002,N3660I16OB,6
52,APJ-2021-115742,4/18/2021,20210418,3025,1043,2005,DU3DC8HDNW,2
53,APJ-2021-115742,4/18/2021,20210418,3025,1043,2002,SCMV1FUA1Z,1
54,EMEA-2022-105816,12/12/2022,20221212,3026,1059,2012,5JTHBK78DZ,7
55,EMEA-2022-105816,12/12/2022,20221212,3026,1059,2007,JPNWB3X2PG,5
56,EMEA-2022-111682,6/18/2022,20220618,3027,1006,2004,RI8MDZ0Y3A,6
57,EMEA-2022-111682,6/18/2022,20220618,3027,1006,2009,TA8D5XDFPN,5
58,EMEA-2022-111682,6/18/2022,20220618,3027,1006,2002,9QD1V31VWF,5
59,EMEA-2022-111682,6/18/2022,20220618,3027,1006,2009,NKEOT3DP5L,2
60,EMEA-2022-111682,6/18/2022,20220618,3027,1006,2010,I8M069JA80,2
61,EMEA-2022-111682,6/18/2022,20220618,3027,1006,2003,3N1DY2AIMD,4
62,EMEA-2022-111682,6/18/2022,20220618,3027,1006,2006,MBZM7LCSK4,1
63,AMER-2021-135545,11/24/2021,20211124,3028,1067,2010,LMJYGCZAFV,2
64,AMER-2021-135545,11/24/2021,20211124,3028,1067,2003,MVEQDJNPR2,6
65,AMER-2021-135545,11/24/2021,20211124,3028,1067,2009,OLS0NNZ15B,3
66,AMER-2021-135545,11/24/2021,20211124,3028,1067,2005,84GUTTZTC0,4
67,APJ-2021-164175,4/30/2021,20210430,3029,1001,2002,6QHQUNX985,5
68,AMER-2020-106376,12/5/2020,20201205,3030,1068,2006,91D0JN8T6U,8
69,AMER-2020-106376,12/5/2020,20201205,3030,1068,2007,6NQZXRTE33,4
70,EMEA-2022-119823,6/5/2022,20220605,3031,1035,2009,JH2K4261IC,2
71,EMEA-2022-106075,9/19/2022,20220919,3032,1002,2003,5MAZAYKQ5U,1
72,AMER-2023-114440,9/15/2023,20230915,3015,1051,2009,K4O1D2NXHZ,3
73,EMEA-2021-134026,4/26/2021,20210426,3033,1072,2002,NPQNQFYUUU,8
74,EMEA-2021-134026,4/26/2021,20210426,3033,1072,2005,D0Z9FZR0JL,2
75,EMEA-2021-134026,4/26/2021,20210426,3033,1072,2004,X15ND79M8Q,1
76,APJ-2023-118038,12/10/2023,20231210,3034,1098,2003,A4VC3VGTLE,3
77,APJ-2023-118038,12/10/2023,20231210,3034,1098,2005,IR30G9I4WJ,3
78,APJ-2023-118038,12/10/2023,20231210,3034,1098,2004,PGTVTGM7XI,3
79,APJ-2020-147606,11/26/2020,20201126,3033,1072,2005,JQHP8C8VXP,5
80,EMEA-2022-127208,6/13/2022,20220613,3035,1088,2008,1I3JIURUQR,1
81,EMEA-2022-127208,6/13/2022,20220613,3035,1088,2003,0UHOHNAAAD,3
82,AMER-2020-139451,10/12/2020,20201012,3036,1094,2006,920M0N09EE,5
83,AMER-2020-139451,10/12/2020,20201012,3036,1094,2004,9SVF10L0F3,1
84,EMEA-2021-149734,9/3/2021,20210903,3037,1032,2011,CFUHIDO1WY,7
85,APJ-2023-119662,11/14/2023,20231114,3038,1031,2004,CUL2MB77E0,3
86,AMER-2023-140088,5/29/2023,20230529,3023,1068,2002,RBNGNEEYS9,2
87,EMEA-2023-155558,10/27/2023,20231027,3039,1052,2010,W731G6G61K,1
88,EMEA-2023-155558,10/27/2023,20231027,3039,1052,2002,A3HQUY156G,2
89,APJ-2022-159695,4/6/2022,20220406,3040,1035,2004,45JXXNYX5W,7
90,AMER-2022-109806,9/18/2022,20220918,3041,1052,2006,AX50KL6AG9,3
91,AMER-2022-109806,9/18/2022,20220918,3041,1052,2007,S4CEY2GSVW,2
92,AMER-2022-109806,9/18/2022,20220918,3041,1052,2009,V86OBN8J1U,1
93,EMEA-2021-149587,1/31/2021,20210131,3042,1068,2009,XJEFE2O3YF,2
94,EMEA-2021-149587,1/31/2021,20210131,3042,1068,2005,5XEHT10HDW,3
95,EMEA-2021-149587,1/31/2021,20210131,3042,1068,2003,U40N63E6AK,2
96,EMEA-2023-109484,11/7/2023,20231107,3043,1095,2003,VK1TWXDWUR,1
97,EMEA-2023-161018,11/10/2023,20231110,3044,1014,2005,UFEXZDF5TK,7
98,AMER-2023-157833,6/18/2023,20230618,3045,1093,2003,GJFN2RJA9U,3
99,EMEA-2022-149223,9/7/2022,20220907,3046,1089,2008,PFLFDN3SOU,6
100,APJ-2022-158568,8/30/2022,20220830,3047,1075,2009,2CWM52X1X9,7
101,APJ-2022-158568,8/30/2022,20220830,3047,1075,2010,LW1M6UDC4B,3
102,APJ-2022-158568,8/30/2022,20220830,3047,1075,2003,WCITXGLF0J,3
103,EMEA-2022-129903,12/2/2022,20221202,3048,1100,2009,45EAEXTILE,4
104,EMEA-2021-156867,11/13/2021,20211113,3049,1096,2010,EV59Z98WXW,6
105,EMEA-2021-156867,11/13/2021,20211113,3049,1096,2005,YR7I08I1K4,3
106,EMEA-2021-156867,11/13/2021,20211113,3049,1096,2003,W01T1PXXK7,3
107,EMEA-2023-119004,11/24/2023,20231124,3050,1019,2010,6D89G3BGGH,8
108,EMEA-2023-119004,11/24/2023,20231124,3050,1019,2007,ECNQ9AS54S,1
109,EMEA-2023-119004,11/24/2023,20231124,3050,1019,2006,D0H5JTRD3R,1
110,APJ-2021-129476,10/15/2021,20211015,3051,1098,2010,OG63K8FFP9,5
111,EMEA-2023-146780,12/26/2023,20231226,3052,1078,2005,E5KT4VQ59T,2
112,EMEA-2022-128867,11/4/2022,20221104,3053,1096,2006,FDKOX22CWX,2
113,EMEA-2022-128867,11/4/2022,20221104,3053,1096,2003,OAF6MA4XZ7,6
114,AMER-2020-115259,8/25/2020,20200825,3054,1004,2012,1DRXSUGWY6,14
115,AMER-2020-115259,8/25/2020,20200825,3054,1004,2011,U9IXLQYDG8,2
116,AMER-2020-115259,8/25/2020,20200825,3054,1004,2009,NGH6JD32CX,3
117,AMER-2020-115259,8/25/2020,20200825,3054,1004,2011,QHG92H9NGL,6
118,AMER-2021-110457,3/2/2021,20210302,3055,1100,2003,EHVU0FM6IP,3
119,EMEA-2021-136476,4/5/2021,20210405,3056,1027,2003,VKTELEXOAJ,1
120,APJ-2022-103730,6/13/2022,20220613,3057,1002,2005,YWZAV09L95,3
121,APJ-2022-103730,6/13/2022,20220613,3057,1002,2003,6HDH2X5C4Q,4
122,APJ-2022-103730,6/13/2022,20220613,3057,1002,2004,UFK94J59ZU,6
123,APJ-2022-103730,6/13/2022,20220613,3057,1002,2011,ESTJDHFQQJ,9
124,APJ-2022-103730,6/13/2022,20220613,3057,1002,2007,10H4K5XYCK,7
125,APJ-2020-152030,12/26/2020,20201226,3058,1036,2002,CL5Z5BO4AX,3
126,APJ-2020-134614,9/20/2020,20200920,3059,1059,2003,NR9RLNIDDN,6
127,AMER-2023-107272,11/6/2023,20231106,3060,1045,2003,VQ46SD57ZS,2
128,AMER-2023-107272,11/6/2023,20231106,3060,1045,2004,D0E36MWJEW,7
129,AMER-2022-125969,11/7/2022,20221107,3061,1078,2002,JJPL720VAS,2
130,AMER-2022-125969,11/7/2022,20221107,3061,1078,2005,8YKVWCUJ4E,3
131,AMER-2023-164147,2/3/2023,20230203,3062,1101,2007,6JGGI7ZZ6I,5
132,AMER-2023-164147,2/3/2023,20230203,3062,1101,2009,EDMREQV8TS,2
133,AMER-2023-164147,2/3/2023,20230203,3062,1101,2012,7WHCO2BFB0,9
134,AMER-2022-145583,10/14/2022,20221014,3063,1026,2009,PWIULJAE51,3
135,AMER-2022-145583,10/14/2022,20221014,3063,1026,2009,QBAIA88519,1
136,AMER-2022-145583,10/14/2022,20221014,3063,1026,2006,QIH1351ZN7,4
137,AMER-2022-145583,10/14/2022,20221014,3063,1026,2012,FLGFDQI1YW,2
138,AMER-2022-145583,10/14/2022,20221014,3063,1026,2003,QVAV46CVJD,3
139,AMER-2022-145583,10/14/2022,20221014,3063,1026,2009,2MI0QUU74R,6
140,AMER-2022-145583,10/14/2022,20221014,3063,1026,2005,6LLWK12W7K,14
141,EMEA-2022-110366,9/6/2022,20220906,3064,1041,2005,V01FLYWRJH,2
142,AMER-2023-106180,9/19/2023,20230919,3065,1082,2006,CDKV85SBFW,3
143,AMER-2023-106180,9/19/2023,20230919,3065,1082,2011,9DJHDYHRR3,3
144,AMER-2023-106180,9/19/2023,20230919,3065,1082,2009,ZSB20RNZ0A,3
145,EMEA-2023-155376,12/23/2023,20231223,3066,1022,2008,67FK6GLSC1,3
146,AMER-2021-110744,9/7/2021,20210907,3067,1007,2004,G4R1FFNPGO,7
147,AMER-2020-110072,10/22/2020,20201022,3068,1087,2005,BHODKJ9L3G,4
148,EMEA-2022-114489,12/6/2022,20221206,3069,1096,2007,NKEP466WY8,11
149,EMEA-2022-114489,12/6/2022,20221206,3069,1096,2007,KAMRWAU3DC,3
150,EMEA-2022-114489,12/6/2022,20221206,3069,1096,2002,DA45FHG7IC,8
151,EMEA-2022-114489,12/6/2022,20221206,3069,1096,2003,1E78QQ5K6O,5
152,AMER-2022-158834,3/14/2022,20220314,3070,1055,2008,J54ZE9BY16,5
153,AMER-2022-158834,3/14/2022,20220314,3070,1055,2007,0FXOEDG6KC,2
154,AMER-2021-124919,5/31/2021,20210531,3071,1062,2009,S92H6S89SR,7
155,AMER-2021-124919,5/31/2021,20210531,3071,1062,2009,VDD4JQGM6P,4
156,AMER-2021-124919,5/31/2021,20210531,3071,1062,2004,O0V9LVLHM9,6
157,AMER-2021-118948,5/28/2021,20210528,3072,1033,2006,DTGE25IIR8,3
158,AMER-2020-104269,3/1/2020,20200301,3073,1005,2002,TJX5D1WJAN,2
159,APJ-2022-114104,11/21/2022,20221121,3074,1052,2002,BK3X5F0PUA,2
160,APJ-2022-114104,11/21/2022,20221121,3074,1052,2007,J25V5NH84Z,7
161,AMER-2022-162733,5/12/2022,20220512,3075,1054,2009,LG6VGH3BOI,1
162,EMEA-2021-119697,12/28/2021,20211228,3076,1057,2010,5F3WHT5RA1,2
163,APJ-2022-154508,11/17/2022,20221117,3077,1067,2011,IMKAY1XFND,5
164,AMER-2022-113817,11/8/2022,20221108,3078,1046,2003,TFQC77D8N3,2
165,APJ-2020-139892,9/8/2020,20200908,3079,1098,2006,A4ICDCT3PN,3
166,APJ-2020-139892,9/8/2020,20200908,3079,1098,2013,SKNAWPG4VV,8
167,APJ-2020-139892,9/8/2020,20200908,3079,1098,2004,SEXCB4230J,3
168,APJ-2020-139892,9/8/2020,20200908,3079,1098,2002,HJ54J056IV,9
169,APJ-2020-139892,9/8/2020,20200908,3079,1098,2006,CFBWJVG2BK,6
170,APJ-2020-139892,9/8/2020,20200908,3079,1098,2008,J7LMIXWBED,5
171,APJ-2020-139892,9/8/2020,20200908,3079,1098,2007,DVK6SPA4L5,3
172,AMER-2020-118962,8/5/2020,20200805,3080,1017,2009,KXGXCS33MA,3
173,AMER-2020-118962,8/5/2020,20200805,3080,1017,2009,C15MBHGL0V,2
174,AMER-2020-118962,8/5/2020,20200805,3080,1017,2002,2IIYIRAN77,7
175,APJ-2020-100853,9/14/2020,20200914,3081,1031,2008,BTUYY86TIA,2
176,APJ-2020-100853,9/14/2020,20200914,3081,1031,2002,XDWUW8RSHO,4
177,APJ-2023-152366,4/22/2023,20230422,3082,1099,2008,E5I8NPOZ23,4
178,AMER-2021-101511,11/21/2021,20211121,3033,1072,2002,4LUEG1NV67,7
179,AMER-2021-101511,11/21/2021,20211121,3033,1072,2009,BDOF6TD87A,5
180,EMEA-2021-137225,12/15/2021,20211215,3083,1066,2006,EIA2KSQB01,1
181,APJ-2020-166191,12/5/2020,20201205,3084,1064,2004,XYUSCHN0YH,2
182,APJ-2020-166191,12/5/2020,20201205,3084,1064,2010,CDSZP4EX56,7
183,EMEA-2020-158274,11/19/2020,20201119,3085,1064,2007,9ZGSKXMP33,4
184,EMEA-2020-158274,11/19/2020,20201119,3085,1064,2007,7LN8FFMCQN,5
185,EMEA-2020-158274,11/19/2020,20201119,3085,1064,2010,9BP0PZ49A6,2
186,EMEA-2022-105018,11/29/2022,20221129,3086,1054,2003,VIVST6IECE,2
187,AMER-2020-123260,8/26/2020,20200826,3087,1010,2010,60NLL1G4W3,8
188,APJ-2022-157000,7/17/2022,20220717,3088,1048,2004,YAJHZP6TYE,3
189,APJ-2022-157000,7/17/2022,20220717,3088,1048,2009,RO9E64T0VF,3
190,EMEA-2021-102281,10/12/2021,20211012,3089,1033,2001,7LL8W4OBLM,4
191,EMEA-2021-102281,10/12/2021,20211012,3089,1033,2007,6BI7IE0TFH,6
192,EMEA-2021-102281,10/12/2021,20211012,3089,1033,2009,QY481QSIUX,8
193,EMEA-2021-102281,10/12/2021,20211012,3089,1033,2001,L0NREOWV2Y,3
194,EMEA-2021-102281,10/12/2021,20211012,3089,1033,2006,CQ58E3SHEY,5
195,AMER-2021-131457,10/31/2021,20211031,3090,1003,2011,03NGWSRFCP,7
196,AMER-2020-140004,3/21/2020,20200321,3091,1088,2006,FNBDSUKN38,2
197,AMER-2020-140004,3/21/2020,20200321,3091,1088,2006,YDSSPKI1I2,3
198,AMER-2023-107720,11/7/2023,20231107,3092,1039,2004,HVCAY62Q3B,3
199,EMEA-2023-124303,7/7/2023,20230707,3093,1049,2003,YST0N15YFB,2
200,EMEA-2023-124303,7/7/2023,20230707,3093,1049,2009,9BA74E75KZ,3
201,AMER-2023-105074,6/25/2023,20230625,3094,1027,2009,WMPYGW9GUM,3
202,EMEA-2020-133690,8/3/2020,20200803,3095,1055,2003,ME0EJQS2AL,2
203,EMEA-2020-133690,8/3/2020,20200803,3095,1055,2008,W10QUN44Q0,1
204,APJ-2023-116701,12/18/2023,20231218,3096,1081,2008,TRYXBPE9IT,2
205,EMEA-2023-126382,6/4/2023,20230604,3097,1015,2005,4JNB5H5I6P,7
206,AMER-2023-108329,12/10/2023,20231210,3098,1055,2007,MAJOAVO5S2,4
207,AMER-2023-135860,12/2/2023,20231202,3099,1068,2004,21Q2C6A2U2,4
208,AMER-2023-135860,12/2/2023,20231202,3099,1068,2007,ESRJ5V8B4Y,2
209,AMER-2023-135860,12/2/2023,20231202,3099,1068,2003,RAHUEV7ULW,4
210,AMER-2023-135860,12/2/2023,20231202,3099,1068,2012,R7KN7FTL9U,9
211,AMER-2023-135860,12/2/2023,20231202,3099,1068,2004,H5770QZB5X,1
212,APJ-2021-101007,2/9/2021,20210209,3100,1087,2010,0EAXVHIBR6,2
213,AMER-2021-146262,1/2/2021,20210102,3101,1088,2002,Q6MLHV1D9D,2
214,AMER-2021-146262,1/2/2021,20210102,3101,1088,2001,MU9RVQO7BD,5
215,AMER-2021-146262,1/2/2021,20210102,3101,1088,2007,0C52L60X3Z,3
216,AMER-2021-146262,1/2/2021,20210102,3101,1088,2013,A8KUCPEZPR,9
217,AMER-2021-146262,1/2/2021,20210102,3101,1088,2010,K4MIGT0J7P,2
218,AMER-2022-130162,10/29/2022,20221029,3102,1080,2004,DR3L61PE16,6
219,AMER-2022-130162,10/29/2022,20221029,3102,1080,2007,FNZVL8CZOY,3
220,AMER-2021-169397,12/24/2021,20211224,3103,1027,2012,B9EN58R7WP,2
221,AMER-2021-169397,12/24/2021,20211224,3103,1027,2009,FFB6L3T2IS,6
222,AMER-2021-169397,12/24/2021,20211224,3103,1027,2003,1J2W1UFCJQ,4
223,AMER-2021-169397,12/24/2021,20211224,3103,1027,2005,YBR5EFJKOI,4
224,AMER-2021-169397,12/24/2021,20211224,3103,1027,2013,H63FM8UBRU,4
225,AMER-2021-169397,12/24/2021,20211224,3103,1027,2006,4HR8HNDZF8,2
226,AMER-2021-163055,8/9/2021,20210809,3104,1099,2006,H34S0DBPAR,1
227,AMER-2021-163055,8/9/2021,20210809,3104,1099,2003,EAQ6SYJI8V,5
228,AMER-2021-163055,8/9/2021,20210809,3104,1099,2004,2LTTK4BDBQ,1
229,EMEA-2021-145436,2/28/2021,20210228,3105,1090,2002,GYUSGDVAEB,2
230,EMEA-2021-145436,2/28/2021,20210228,3105,1090,2002,NRQQF2MR32,8
231,EMEA-2020-156216,9/13/2020,20200913,3106,1048,2003,5XIQUAR79S,7
232,EMEA-2023-100930,4/8/2023,20230408,3038,1031,2003,AALPQA6FDS,2
233,EMEA-2023-100930,4/8/2023,20230408,3038,1031,2003,6HNY3O34ZS,3
234,EMEA-2023-100930,4/8/2023,20230408,3038,1031,2003,EUFWN4YNB1,2
235,EMEA-2023-100930,4/8/2023,20230408,3038,1031,2005,D1EECPPCOU,3
236,EMEA-2023-100930,4/8/2023,20230408,3038,1031,2010,PSFTOH6O16,3
237,AMER-2023-160514,11/13/2023,20231113,3107,1064,2009,L1SD510UOR,2
238,APJ-2022-157749,6/5/2022,20220605,3108,1085,2009,58Z3DEHT2X,5
239,APJ-2022-157749,6/5/2022,20220605,3108,1085,2005,U949LTVPO5,5
240,APJ-2022-157749,6/5/2022,20220605,3108,1085,2005,B9GV31WCD4,3
241,APJ-2022-157749,6/5/2022,20220605,3108,1085,2007,Z52JWS0KBL,2
242,APJ-2022-157749,6/5/2022,20220605,3108,1085,2003,LD5XKVG1A5,5
243,APJ-2022-157749,6/5/2022,20220605,3108,1085,2005,7F46Z1DTRS,3
244,APJ-2022-157749,6/5/2022,20220605,3108,1085,2006,9HOSX2C2WJ,2
245,EMEA-2020-131926,6/1/2020,20200601,3109,1030,2002,P99Y8YV8KT,7
246,EMEA-2020-131926,6/1/2020,20200601,3109,1030,2004,EEFJ1VZ7W3,2
247,EMEA-2020-131926,6/1/2020,20200601,3109,1030,2009,IAD2NLBI5E,6
248,EMEA-2020-131926,6/1/2020,20200601,3109,1030,2008,3VV8W7NWLL,5
249,EMEA-2020-131926,6/1/2020,20200601,3109,1030,2009,3ONJJHTCT1,4
250,AMER-2022-154739,12/11/2022,20221211,3110,1038,2002,U4RHJ0Q5OZ,2
251,AMER-2022-145625,9/12/2022,20220912,3111,1047,2009,P109IO0IJP,1
252,AMER-2022-145625,9/12/2022,20220912,3111,1047,2010,4LV39UJCC2,13
253,EMEA-2022-146941,12/11/2022,20221211,3112,1042,2004,9UWDBTCLYB,6
254,EMEA-2022-146941,12/11/2022,20221211,3112,1042,2011,SAFJH3RMRM,4
255,APJ-2021-159982,11/28/2021,20211128,3113,1007,2005,6ORO1A1X9W,9
256,APJ-2021-159982,11/28/2021,20211128,3113,1007,2004,SDS4VGAZIN,2
257,APJ-2021-159982,11/28/2021,20211128,3113,1007,2004,G8GS1KRJ9F,5
258,APJ-2021-159982,11/28/2021,20211128,3113,1007,2007,Q2ZYD901PL,6
259,EMEA-2023-163139,12/2/2023,20231202,3114,1042,2010,Y8YB4CS4Q0,3
260,EMEA-2023-163139,12/2/2023,20231202,3114,1042,2004,W8LOMLLHRW,3
261,EMEA-2023-163139,12/2/2023,20231202,3114,1042,2003,335ML0CS76,5
262,APJ-2023-155299,6/9/2023,20230609,3115,1058,2008,E0Y2LTGZH5,2
263,APJ-2020-106992,9/19/2020,20200919,3116,1033,2013,3IGE4YNMM4,3
264,APJ-2020-106992,9/19/2020,20200919,3116,1033,2013,E34U2SY5LB,7
265,APJ-2022-125318,6/7/2022,20220607,3117,1060,2007,6VX3RZ4S8W,4
266,AMER-2021-155040,11/10/2021,20211110,3118,1009,2010,6SBXRHTE5J,2
267,EMEA-2023-136826,6/17/2023,20230617,3119,1026,2006,1HBFAQQ6H6,3
268,AMER-2022-111010,1/22/2022,20220122,3039,1052,2012,TM6DR3U3SF,6
269,AMER-2023-145366,12/10/2023,20231210,3120,1004,2004,DIXME035AX,1
270,AMER-2023-145366,12/10/2023,20231210,3120,1004,2011,74ILT8I1DT,3
271,AMER-2023-163979,12/29/2023,20231229,3121,1008,2004,NFM77EIVMM,4
272,AMER-2021-155334,7/30/2021,20210730,3067,1007,2010,1IW1LLRSFA,7
273,AMER-2021-155334,7/30/2021,20210730,3067,1007,2005,3MCGSDRHJM,3
274,AMER-2021-155334,7/30/2021,20210730,3067,1007,2003,WKWRKK8HHL,3
275,AMER-2023-118136,9/17/2023,20230917,3122,1060,2009,OWBD6MTETH,2
276,AMER-2023-118136,9/17/2023,20230917,3122,1060,2006,5WRJ3LKSXY,1
277,EMEA-2023-132976,10/14/2023,20231014,3123,1023,2009,18M5NJOKYC,2
278,EMEA-2023-132976,10/14/2023,20231014,3123,1023,2009,V02UGXTM9X,4
279,EMEA-2023-132976,10/14/2023,20231014,3123,1023,2004,CISNWVU7NN,6
280,EMEA-2023-132976,10/14/2023,20231014,3123,1023,2002,ZX4OIHSH3N,3
281,APJ-2021-161991,9/26/2021,20210926,3057,1002,2003,AZ1IDGZU3E,5
282,APJ-2021-161991,9/26/2021,20210926,3057,1002,2007,QFIXOH7XSB,7
283,AMER-2021-130890,11/2/2021,20211102,3124,1024,2003,1HNDUERBWK,5
284,EMEA-2021-130883,9/26/2021,20210926,3015,1051,2009,XR5F045V0G,5
285,EMEA-2021-130883,9/26/2021,20210926,3015,1051,2010,GGH7EAXSUB,5
286,EMEA-2021-130883,9/26/2021,20210926,3015,1051,2009,EYW52QEMEI,6
287,EMEA-2022-112697,12/19/2022,20221219,3125,1094,2003,GL2PRPVWVO,7
288,EMEA-2022-112697,12/19/2022,20221219,3125,1094,2008,ZLKVXZ0J75,2
289,EMEA-2022-112697,12/19/2022,20221219,3125,1094,2009,0GF55L7BKL,5
290,AMER-2022-110772,11/21/2022,20221121,3126,1043,2012,P6JHKIOA7H,7
291,AMER-2022-110772,11/21/2022,20221121,3126,1043,2002,K27UMUWF00,8
292,AMER-2022-110772,11/21/2022,20221121,3126,1043,2010,ETRMH5I4EA,2
293,AMER-2022-110772,11/21/2022,20221121,3126,1043,2001,C8CIU7IHT6,3
294,EMEA-2020-111451,12/26/2020,20201226,3127,1064,2005,113Z30O0UU,8
295,EMEA-2020-111451,12/26/2020,20201226,3127,1064,2002,VXLULH6T3H,3
296,EMEA-2020-111451,12/26/2020,20201226,3127,1064,2005,5CCS4F9IG5,3
297,EMEA-2020-111451,12/26/2020,20201226,3127,1064,2003,BEPZ00Z149,5
298,EMEA-2020-111451,12/26/2020,20201226,3127,1064,2012,2Y0EVHZ2EE,3
299,AMER-2022-142545,10/29/2022,20221029,3064,1041,2009,YIPRYNF8EL,5
300,AMER-2022-142545,10/29/2022,20221029,3064,1041,2004,9GDGO9GH3D,8
301,AMER-2022-142545,10/29/2022,20221029,3064,1041,2009,JS6CMWHPPS,3
302,AMER-2022-142545,10/29/2022,20221029,3064,1041,2005,K1KONQ2LLF,4
303,AMER-2022-142545,10/29/2022,20221029,3064,1041,2003,KIFYYEQTW0,1
304,APJ-2023-152380,11/20/2023,20231120,3102,1080,2003,1AGNOXULPH,3
305,EMEA-2021-144253,5/4/2021,20210504,3128,1100,2005,Q2IWL99U64,2
306,AMER-2020-130960,12/30/2020,20201230,3034,1098,2006,3HW725HZ6V,3
307,AMER-2020-111003,6/1/2020,20200601,3129,1100,2003,4G8MXMZRYG,3
308,AMER-2020-111003,6/1/2020,20200601,3129,1100,2006,YPEK9QP90U,6
309,EMEA-2023-126774,4/16/2023,20230416,3130,1076,2006,NASLM74RTU,1
310,EMEA-2022-142902,9/13/2022,20220913,3131,1080,2005,T178EITTF1,4
